greek	lemma	grammar	isopsephy	roman	root	root_translation	root_isopsephy	primes	root_primes	geometry	root_geometry	occurrences
περιπατησουσιν	G4043	V-FAI-3P	1514	peripatēsousin	περιπατεω	to tread all around, i.e. walk at large (especially as proof of ability); figuratively, to live, deport oneself, follow (as a companion or votary)	1381	(2, 757)	(1381,)	(1071, 2141, 874, 2622, 677, 3385, 618, 3709, 936, 2450, 482, 4756)	(977, 1953, 797, 2392, 618, 3088, 564, 3383, 854, 2235, 440, 4339)	3:4, 21:24
βασιλεις	G935	N-NPM	458	basileis	βασιλευς	a sovereign (abstractly, relatively, or figuratively)	848	(2, 229)	(2, 53)	(324, 648, 264, 793, 205, 1024, 187, 1122, 283, 741, 146, 1439)	(600, 1199, 490, 1469, 379, 1896, 346, 2077, 524, 1372, 270, 2664)	1:6, 5:10, 6:15, 16:14, 17:2, 17:10, 17:12, 18:3, 18:9, 19:19, 21:24
γης	G1093	N-GSF	211	gēs	γη	soil; by extension a region, or the solid part or the whole of the terrene globe (including the occupants in each application)	11	(211,)	(11,)	(149, 298, 122, 365, 94, 472, 86, 517, 130, 341, 67, 663)	(8, 16, 6, 19, 5, 25, 4, 27, 7, 18, 4, 35)	1:5, 1:7, 3:10, 5:3, 5:10, 5:13, 6:4, 6:8, 6:10, 6:15, 7:1, 8:13, 9:3, 9:4, 10:5, 10:8, 11:4, 11:10, 13:8, 13:11, 13:14, 14:3, 14:6, 14:15, 14:18, 14:19, 16:14, 16:18, 17:2, 17:5, 17:8, 17:18, 18:3, 18:9, 18:11, 18:23, 18:24, 19:19, 20:8, 20:9, 21:24
φερουσιν	G5342	V-PAI-3P	1335	ferousin	φερω	"to ""bear"" or carry (in a very wide application, literally and figuratively, as follows)"	1405	(3, 5, 89)	(5, 281)	(944, 1888, 771, 2312, 597, 2985, 545, 3270, 825, 2160, 425, 4194)	(993, 1987, 811, 2434, 628, 3142, 574, 3442, 868, 2273, 447, 4414)	21:24
δοξαν	G1391	N-ASF	185	docan	δοξα	glory (as very apparent), in a wide application (literal or figurative, objective or subjective)	135	(5, 37)	(3, 5)	(131, 262, 107, 320, 83, 414, 76, 453, 114, 299, 59, 581)	(95, 191, 78, 234, 60, 302, 55, 331, 83, 218, 43, 424)	4:9, 4:11, 5:12, 11:13, 14:7, 16:9, 19:7, 21:11, 21:24, 21:26
τιμην	G5092	N-ASF	408	timēn	τιμη	a value, i.e. money paid, or (concretely and collectively) valuables; by analogy, esteem (especially of the highest degree), or the dignity itself	358	(2, 3, 17)	(2, 179)	(288, 577, 236, 707, 182, 912, 167, 999, 252, 660, 130, 1282)	(253, 506, 207, 620, 160, 801, 146, 877, 221, 579, 114, 1125)	4:9, 4:11, 5:12, 21:24, 21:26
πυλωνες	G4440	N-NPM	1565	pulōnes	πυλων	a gate-way, door-way of a building or city; by implication, a portal or vestibule	1360	(5, 313)	(2, 5, 17)	(1107, 2213, 904, 2711, 700, 3499, 639, 3833, 967, 2532, 498, 4917)	(962, 1923, 785, 2356, 608, 3041, 555, 3331, 841, 2201, 433, 4273)	21:13, 21:21, 21:25
κλεισθωσιν	G2808	V-APS-3P	1334	kleisthōsin	κλειω	to close (literally or figuratively)	865	(2, 23, 29)	(5, 173)	(943, 1887, 770, 2311, 597, 2983, 545, 3268, 824, 2158, 425, 4191)	(612, 1223, 499, 1498, 387, 1934, 353, 2119, 535, 1400, 275, 2717)	21:25
ημερας	G2250	N-GSF	354	ēmeras	ημερα	day, i.e. (literally) the time space between dawn and dark, or the whole 24 hours (but several days were usually reckoned by the Jews as inclusive of the parts of both extremes); figuratively, a period (always defined more or less clearly by the context)	154	(2, 3, 59)	(2, 7, 11)	(250, 501, 204, 613, 158, 792, 145, 867, 219, 573, 113, 1112)	(109, 218, 89, 267, 69, 344, 63, 377, 95, 249, 49, 484)	4:8, 7:15, 11:3, 11:9, 11:11, 12:6, 12:10, 14:11, 16:14, 20:10, 21:25
νυξ	G3571	N-NSF	510	nuc	νυξ	night (literally or figuratively)	510	(2, 3, 5, 17)	(2, 3, 5, 17)	(361, 721, 294, 883, 228, 1140, 208, 1249, 315, 825, 162, 1602)	(361, 721, 294, 883, 228, 1140, 208, 1249, 315, 825, 162, 1602)	8:12, 21:25, 22:5
εσται	G2071	V-FXI-3S	516	estai	εσομαι	will be	326	(2, 3, 43)	(2, 163)	(365, 730, 298, 894, 231, 1154, 211, 1264, 319, 835, 164, 1621)	(231, 461, 188, 565, 146, 729, 133, 799, 201, 527, 104, 1024)	10:6, 10:9, 21:3, 21:4, 21:7, 21:25, 22:3, 22:5, 22:12, 22:14
εκει	G1563	ADV	40	ekei	εκει	there; by extension, thither	40	(2, 5)	(2, 5)	(28, 57, 23, 69, 18, 89, 16, 98, 25, 65, 13, 126)	(28, 57, 23, 69, 18, 89, 16, 98, 25, 65, 13, 126)	2:14, 12:6, 12:14, 21:25, 22:5
οισουσιν	G5342	V-FAI-3P	1010	oisousin	φερω	"to ""bear"" or carry (in a very wide application, literally and figuratively, as follows)"	1405	(2, 5, 101)	(5, 281)	(714, 1428, 583, 1749, 452, 2258, 412, 2474, 624, 1634, 321, 3173)	(993, 1987, 811, 2434, 628, 3142, 574, 3442, 868, 2273, 447, 4414)	21:26
δοξαν	G1391	N-ASF	185	docan	δοξα	glory (as very apparent), in a wide application (literal or figurative, objective or subjective)	135	(5, 37)	(3, 5)	(131, 262, 107, 320, 83, 414, 76, 453, 114, 299, 59, 581)	(95, 191, 78, 234, 60, 302, 55, 331, 83, 218, 43, 424)	4:9, 4:11, 5:12, 11:13, 14:7, 16:9, 19:7, 21:11, 21:24, 21:26
τιμην	G5092	N-ASF	408	timēn	τιμη	a value, i.e. money paid, or (concretely and collectively) valuables; by analogy, esteem (especially of the highest degree), or the dignity itself	358	(2, 3, 17)	(2, 179)	(288, 577, 236, 707, 182, 912, 167, 999, 252, 660, 130, 1282)	(253, 506, 207, 620, 160, 801, 146, 877, 221, 579, 114, 1125)	4:9, 4:11, 5:12, 21:24, 21:26
εθνων	G1484	N-GPN	914	ethnōn	εθνος	a race (as of the same habit), i.e. a tribe; specially, a foreign (non-Jewish) one (usually, by implication, pagan)	334	(2, 457)	(2, 167)	(646, 1293, 528, 1583, 409, 2044, 373, 2239, 565, 1479, 291, 2871)	(236, 472, 193, 579, 149, 747, 136, 818, 206, 540, 106, 1049)	2:26, 11:9, 16:19, 21:26, 22:2
εισελθη	G1525	V-2AAS-3S	267	eiselthē	εισερχομαι	to enter (literally or figuratively)	1041	(3, 89)	(3, 347)	(189, 378, 154, 462, 119, 597, 109, 654, 165, 432, 85, 839)	(736, 1472, 601, 1803, 466, 2328, 425, 2550, 643, 1684, 331, 3270)	21:27
παν	G3956	A-NSN	131	pan	πας	all, any, every, the whole	281	(131,)	(281,)	(93, 185, 76, 227, 59, 293, 53, 321, 81, 212, 42, 412)	(199, 397, 162, 487, 126, 628, 115, 688, 174, 455, 89, 883)	5:13, 6:14, 7:1, 7:16, 7:17, 9:4, 14:6, 18:12, 21:4, 21:27, 22:3
κοινουν	G2840	V-PAP-NSN	670	koinoun	κοινοω	to make (or consider) profane (ceremonially)	1020	(2, 5, 67)	(2, 3, 5, 17)	(474, 948, 387, 1160, 300, 1498, 274, 1641, 414, 1084, 213, 2105)	(721, 1442, 589, 1767, 456, 2281, 416, 2498, 630, 1650, 325, 3204)	21:27
ποιουν	G4160	V-PAP-NSN	680	poioun	ποιεω	to make or do (in a very wide application, more or less direct)	965	(2, 5, 17)	(5, 193)	(481, 962, 393, 1178, 304, 1521, 278, 1666, 420, 1100, 216, 2136)	(682, 1365, 557, 1671, 432, 2158, 394, 2364, 596, 1561, 307, 3032)	21:27, 22:2
βδελυγμα	G946	N-ASN	485	bdelugma	βδελυγμα	a detestation, i.e. (specially) idolatry	485	(5, 97)	(5, 97)	(343, 686, 280, 840, 217, 1084, 198, 1188, 300, 785, 154, 1524)	(343, 686, 280, 840, 217, 1084, 198, 1188, 300, 785, 154, 1524)	21:27
ψευδος	G5579	N-ASN	1379	pseudos	ψευδος	a falsehood	1379	(7, 197)	(7, 197)	(975, 1950, 796, 2388, 617, 3084, 563, 3378, 852, 2231, 439, 4332)	(975, 1950, 796, 2388, 617, 3084, 563, 3378, 852, 2231, 439, 4332)	21:27, 22:15
γεγραμμενοι	G1125	V-RPP-NPM	327	gegrammenoi	γραφω	"to ""grave"", especially to write; figuratively, to describe"	1404	(3, 109)	(2, 3, 13)	(231, 462, 189, 566, 146, 731, 133, 801, 202, 529, 104, 1027)	(993, 1986, 811, 2432, 628, 3139, 573, 3439, 868, 2272, 447, 4411)	21:27
βιβλιω	G975	N-DSN	854	bibliō	βιβλιον	a roll	174	(2, 7, 61)	(2, 3, 29)	(604, 1208, 493, 1479, 382, 1910, 349, 2092, 528, 1382, 272, 2683)	(123, 246, 100, 301, 78, 389, 71, 426, 108, 282, 55, 547)	21:27, 22:18, 22:19
ζωης	G2222	N-GSF	1015	zōēs	ζωη	life (literally or figuratively)	815	(5, 7, 29)	(5, 163)	(718, 1435, 586, 1758, 454, 2270, 414, 2486, 627, 1642, 323, 3189)	(576, 1153, 471, 1412, 364, 1822, 333, 1996, 504, 1319, 259, 2560)	2:7, 2:10, 3:5, 11:11, 13:8, 17:8, 20:12, 20:15, 21:6, 21:27, 22:1, 22:2, 22:14, 22:17, 22:19
αρνιου	G721	N-GSN	631	arniou	αρνιον	a lambkin	281	(631,)	(281,)	(446, 892, 364, 1093, 282, 1411, 258, 1546, 390, 1021, 201, 1982)	(199, 397, 162, 487, 126, 628, 115, 688, 174, 455, 89, 883)	5:8, 6:16, 7:9, 7:14, 12:11, 13:8, 14:10, 15:3, 17:14, 19:7, 19:9, 21:9, 21:14, 21:27, 22:1, 22:3
εδειξεν	G1166	V-AAI-3S	139	edeicen	δεικνυω	to show (literally or figuratively)	1289	(139,)	(1289,)	(98, 197, 80, 241, 62, 311, 57, 340, 86, 225, 44, 437)	(911, 1823, 744, 2233, 576, 2882, 526, 3157, 797, 2086, 410, 4050)	21:10, 22:1
καθαρον	G2513	A-ASM	251	katharon	καθαρος	clean (literally or figuratively)	401	(251,)	(401,)	(177, 355, 145, 435, 112, 561, 102, 615, 155, 406, 80, 789)	(284, 567, 232, 695, 179, 897, 164, 982, 248, 649, 128, 1260)	15:6, 19:8, 19:14, 21:18, 21:21, 22:1
ποταμον	G4215	N-ASM	611	potamon	ποταμος	a current, brook or freshet (as drinkable), i.e. running water	761	(13, 47)	(761,)	(432, 864, 353, 1058, 273, 1366, 249, 1497, 378, 989, 194, 1920)	(538, 1076, 439, 1318, 340, 1702, 311, 1864, 470, 1231, 242, 2391)	12:15, 12:16, 16:12, 22:1
υδατος	G5204	N-GSN	975	udatos	υδατος	water (as if rainy) literally or figuratively	975	(3, 5, 13)	(3, 5, 13)	(689, 1379, 563, 1689, 436, 2180, 398, 2388, 603, 1578, 310, 3063)	(689, 1379, 563, 1689, 436, 2180, 398, 2388, 603, 1578, 310, 3063)	21:6, 22:1
ζωης	G2222	N-GSF	1015	zōēs	ζωη	life (literally or figuratively)	815	(5, 7, 29)	(5, 163)	(718, 1435, 586, 1758, 454, 2270, 414, 2486, 627, 1642, 323, 3189)	(576, 1153, 471, 1412, 364, 1822, 333, 1996, 504, 1319, 259, 2560)	2:7, 2:10, 3:5, 11:11, 13:8, 17:8, 20:12, 20:15, 21:6, 21:27, 22:1, 22:2, 22:14, 22:17, 22:19
λαμπρον	G2986	A-ASM	371	lampron	λαμπρος	radiant; by analogy, limpid; figuratively, magnificent or sumptuous (in appearance)	521	(7, 53)	(521,)	(262, 525, 214, 643, 166, 830, 151, 909, 229, 600, 118, 1166)	(368, 737, 301, 902, 233, 1165, 213, 1276, 322, 843, 166, 1637)	15:6, 19:8, 22:1
ως	G5613	ADV	1000	ōs	ως	which how, i.e. in that manner (very variously used, as follows)	1000	(2, 5)	(2, 5)	(707, 1414, 577, 1732, 447, 2236, 408, 2449, 618, 1618, 318, 3142)	(707, 1414, 577, 1732, 447, 2236, 408, 2449, 618, 1618, 318, 3142)	1:10, 1:14, 1:15, 1:16, 1:17, 2:18, 2:24, 2:27, 3:3, 3:21, 4:1, 4:7, 5:6, 6:1, 6:11, 6:12, 6:13, 6:14, 8:1, 8:8, 8:10, 9:2, 9:3, 9:5, 9:7, 9:8, 9:9, 9:17, 10:1, 10:7, 10:9, 10:10, 12:15, 13:2, 13:3, 13:11, 14:2, 14:3, 15:2, 16:3, 16:15, 16:21, 17:12, 18:6, 18:21, 19:6, 19:12, 20:8, 21:2, 21:11, 21:21, 22:1, 22:12
κρυσταλλον	G2930	N-ASM	1201	krustallon	κρυσταλλος	"ice, i.e. (by analogy) rock ""crystal"""	1351	(1201,)	(7, 193)	(849, 1698, 693, 2080, 537, 2686, 490, 2942, 742, 1943, 382, 3773)	(955, 1911, 780, 2340, 604, 3021, 552, 3309, 835, 2186, 430, 4244)	22:1
εκπορευομενον	G1607	V-PNP-ASM	965	ekporeuomenon	εκπορευομαι	to depart, be discharged, proceed, project	801	(5, 193)	(3, 89)	(682, 1365, 557, 1671, 432, 2158, 394, 2364, 596, 1561, 307, 3032)	(566, 1133, 462, 1387, 358, 1791, 327, 1962, 495, 1296, 255, 2516)	22:1
θρονου	G2362	N-GSM	699	thronou	θρονος	"a stately seat (""throne""); by implication, power or (concretely) a potentate"	499	(3, 233)	(499,)	(494, 989, 404, 1211, 313, 1563, 285, 1712, 432, 1131, 222, 2196)	(353, 706, 288, 864, 223, 1116, 204, 1222, 308, 807, 159, 1568)	1:4, 4:2, 4:3, 4:4, 4:5, 4:6, 4:9, 4:10, 5:1, 5:6, 5:7, 5:11, 5:13, 6:16, 7:9, 7:10, 7:11, 7:15, 7:17, 8:3, 14:3, 14:5, 16:17, 19:4, 19:5, 21:5, 22:1
θεου	G2316	N-GSM	484	theou	θεος	figuratively, a magistrate; by Hebraism, very	284	(2, 11)	(2, 71)	(342, 684, 279, 838, 216, 1082, 198, 1186, 299, 783, 154, 1521)	(201, 402, 164, 492, 127, 635, 116, 696, 176, 460, 90, 892)	1:2, 1:9, 2:7, 2:18, 3:1, 3:2, 3:12, 3:14, 4:5, 5:6, 6:9, 7:2, 7:3, 7:10, 7:15, 8:2, 8:4, 9:4, 9:13, 10:7, 11:1, 11:4, 11:11, 11:16, 11:19, 12:6, 12:10, 12:17, 14:5, 14:10, 14:12, 14:19, 15:1, 15:2, 15:3, 15:7, 15:8, 16:1, 16:9, 16:14, 16:19, 17:17, 19:9, 19:13, 19:15, 19:17, 20:4, 20:6, 20:9, 20:12, 21:2, 21:3, 21:10, 21:11, 21:23, 22:1, 22:3
αρνιου	G721	N-GSN	631	arniou	αρνιον	a lambkin	281	(631,)	(281,)	(446, 892, 364, 1093, 282, 1411, 258, 1546, 390, 1021, 201, 1982)	(199, 397, 162, 487, 126, 628, 115, 688, 174, 455, 89, 883)	5:8, 6:16, 7:9, 7:14, 12:11, 13:8, 14:10, 15:3, 17:14, 19:7, 19:9, 21:9, 21:14, 21:27, 22:1, 22:3
μεσω	G3319	A-DSN	1045	mesō	μεσος	middle (as an adjective or (neuter) noun)	515	(5, 11, 19)	(5, 103)	(739, 1478, 603, 1810, 467, 2337, 427, 2560, 646, 1691, 333, 3283)	(364, 728, 297, 892, 230, 1152, 210, 1261, 318, 833, 164, 1618)	1:13, 2:1, 2:7, 4:6, 5:6, 6:6, 22:2
πλατειας	G4113	N-GSF	627	plateias	πλατεια	"a wide ""plat"" or ""place"", i.e. open square"	427	(3, 11, 19)	(7, 61)	(443, 887, 362, 1086, 280, 1402, 256, 1536, 388, 1015, 200, 1970)	(302, 604, 247, 740, 191, 955, 174, 1046, 264, 691, 136, 1341)	11:8, 22:2
ποταμου	G4215	N-GSM	961	potamou	ποταμος	a current, brook or freshet (as drinkable), i.e. running water	761	(31,)	(761,)	(680, 1359, 555, 1665, 430, 2149, 392, 2354, 594, 1555, 306, 3019)	(538, 1076, 439, 1318, 340, 1702, 311, 1864, 470, 1231, 242, 2391)	22:2
εντευθεν	G1782	ADV	824	enteuthen	εντευθεν	hence (literally or figuratively); (repeated) on both sides	824	(2, 103)	(2, 103)	(583, 1165, 476, 1427, 369, 1843, 336, 2018, 509, 1333, 262, 2589)	(583, 1165, 476, 1427, 369, 1843, 336, 2018, 509, 1333, 262, 2589)	22:2
εντευθεν	G1782	ADV	824	enteuthen	εντευθεν	hence (literally or figuratively); (repeated) on both sides	824	(2, 103)	(2, 103)	(583, 1165, 476, 1427, 369, 1843, 336, 2018, 509, 1333, 262, 2589)	(583, 1165, 476, 1427, 369, 1843, 336, 2018, 509, 1333, 262, 2589)	22:2
ξυλον	G3586	N-ASN	610	culon	ξυλον	timber (as fuel or material); by implication, a stick, club or tree or other wooden article or substance	610	(2, 5, 61)	(2, 5, 61)	(431, 863, 352, 1057, 273, 1364, 249, 1494, 377, 987, 194, 1916)	(431, 863, 352, 1057, 273, 1364, 249, 1494, 377, 987, 194, 1916)	18:12, 22:2, 22:14
ζωης	G2222	N-GSF	1015	zōēs	ζωη	life (literally or figuratively)	815	(5, 7, 29)	(5, 163)	(718, 1435, 586, 1758, 454, 2270, 414, 2486, 627, 1642, 323, 3189)	(576, 1153, 471, 1412, 364, 1822, 333, 1996, 504, 1319, 259, 2560)	2:7, 2:10, 3:5, 11:11, 13:8, 17:8, 20:12, 20:15, 21:6, 21:27, 22:1, 22:2, 22:14, 22:17, 22:19
ποιουν	G4160	V-PAP-NSN	680	poioun	ποιεω	to make or do (in a very wide application, more or less direct)	965	(2, 5, 17)	(5, 193)	(481, 962, 393, 1178, 304, 1521, 278, 1666, 420, 1100, 216, 2136)	(682, 1365, 557, 1671, 432, 2158, 394, 2364, 596, 1561, 307, 3032)	21:27, 22:2
καρπους	G2590	N-APM	871	karpous	καρπος	fruit (as plucked), literally or figuratively	471	(13, 67)	(3, 157)	(616, 1232, 503, 1509, 390, 1948, 356, 2134, 538, 1409, 277, 2736)	(333, 666, 272, 816, 211, 1053, 192, 1154, 291, 762, 150, 1480)	22:2
δωδεκα	G1427	A-NUI	834	dōdeka	δωδεκα	two and ten, i.e. a dozen	834	(2, 3, 139)	(2, 3, 139)	(590, 1179, 482, 1445, 373, 1865, 340, 2043, 515, 1349, 265, 2620)	(590, 1179, 482, 1445, 373, 1865, 340, 2043, 515, 1349, 265, 2620)	12:1, 21:12, 21:14, 21:16, 21:21, 22:2
μηνα	G3376	N-ASM	99	mēna	μην	a month	98	(3, 11)	(2, 7)	(70, 140, 57, 171, 44, 221, 40, 242, 61, 160, 32, 311)	(69, 139, 57, 170, 44, 219, 40, 240, 61, 159, 31, 308)	9:15, 22:2
ενα	G1520	A-ASM	56	ena	εις	one	215	(2, 7)	(5, 43)	(40, 79, 32, 97, 25, 125, 23, 137, 35, 91, 18, 176)	(152, 304, 124, 372, 96, 481, 88, 527, 133, 348, 68, 675)	19:17, 22:2
εκαστον	G1538	A-ASM	646	ekaston	εκαστος	each or every	796	(2, 17, 19)	(2, 199)	(457, 914, 373, 1119, 289, 1444, 264, 1582, 399, 1045, 206, 2029)	(563, 1126, 460, 1379, 356, 1780, 325, 1950, 492, 1288, 253, 2501)	22:2
αποδιδουν	G591	V-PAP-ASN	689	apodidoun	αποδιδωμι	to give away, i.e. up, over, back, etc. (in various applications)	1019	(13, 53)	(1019,)	(487, 974, 398, 1193, 308, 1541, 281, 1688, 426, 1115, 219, 2165)	(721, 1441, 588, 1765, 456, 2279, 416, 2496, 630, 1649, 324, 3201)	22:2
καρπον	G2590	N-ASM	321	karpon	καρπος	fruit (as plucked), literally or figuratively	471	(3, 107)	(3, 157)	(227, 454, 185, 556, 144, 718, 131, 786, 198, 519, 102, 1008)	(333, 666, 272, 816, 211, 1053, 192, 1154, 291, 762, 150, 1480)	22:2
φυλλα	G5444	N-NPN	961	fulla	φυλλον	a sprout, i.e. leaf	1080	(31,)	(2, 3, 5)	(680, 1359, 555, 1665, 430, 2149, 392, 2354, 594, 1555, 306, 3019)	(764, 1527, 624, 1871, 483, 2415, 441, 2645, 667, 1747, 344, 3393)	22:2
ξυλου	G3586	N-GSN	960	culou	ξυλον	timber (as fuel or material); by implication, a stick, club or tree or other wooden article or substance	610	(2, 3, 5)	(2, 5, 61)	(679, 1358, 554, 1663, 429, 2147, 392, 2352, 593, 1553, 306, 3016)	(431, 863, 352, 1057, 273, 1364, 249, 1494, 377, 987, 194, 1916)	2:7, 18:12, 22:2
θεραπειαν	G2322	N-ASF	261	therapeian	θεραπεια	attendance (specially, medical, i.e. cure); figuratively and collectively, domestics	211	(3, 29)	(211,)	(185, 369, 151, 452, 117, 584, 107, 639, 161, 422, 83, 820)	(149, 298, 122, 365, 94, 472, 86, 517, 130, 341, 67, 663)	22:2
εθνων	G1484	N-GPN	914	ethnōn	εθνος	a race (as of the same habit), i.e. a tribe; specially, a foreign (non-Jewish) one (usually, by implication, pagan)	334	(2, 457)	(2, 167)	(646, 1293, 528, 1583, 409, 2044, 373, 2239, 565, 1479, 291, 2871)	(236, 472, 193, 579, 149, 747, 136, 818, 206, 540, 106, 1049)	2:26, 11:9, 16:19, 21:26, 22:2
παν	G3956	A-NSN	131	pan	πας	all, any, every, the whole	281	(131,)	(281,)	(93, 185, 76, 227, 59, 293, 53, 321, 81, 212, 42, 412)	(199, 397, 162, 487, 126, 628, 115, 688, 174, 455, 89, 883)	5:13, 6:14, 7:1, 7:16, 7:17, 9:4, 14:6, 18:12, 21:4, 21:27, 22:3
καταναθεμα	G2652	N-NSN	428	katanathema	καταναθεμα	an imprecation	428	(2, 107)	(2, 107)	(303, 605, 247, 741, 191, 957, 175, 1048, 265, 693, 136, 1345)	(303, 605, 247, 741, 191, 957, 175, 1048, 265, 693, 136, 1345)	22:3
εσται	G2071	V-FXI-3S	516	estai	εσομαι	will be	326	(2, 3, 43)	(2, 163)	(365, 730, 298, 894, 231, 1154, 211, 1264, 319, 835, 164, 1621)	(231, 461, 188, 565, 146, 729, 133, 799, 201, 527, 104, 1024)	10:6, 10:9, 21:3, 21:4, 21:7, 21:25, 22:3, 22:5, 22:12, 22:14
ετι	G2089	ADV	315	eti	ετι	yet, still (of time or degree)	315	(3, 5, 7)	(3, 5, 7)	(223, 445, 182, 546, 141, 704, 129, 772, 195, 510, 100, 990)	(223, 445, 182, 546, 141, 704, 129, 772, 195, 510, 100, 990)	3:12, 6:11, 7:16, 9:12, 10:6, 12:8, 18:21, 18:22, 18:23, 20:3, 21:1, 21:4, 22:3, 22:11
θρονος	G2362	N-NSM	499	thronos	θρονος	"a stately seat (""throne""); by implication, power or (concretely) a potentate"	499	(499,)	(499,)	(353, 706, 288, 864, 223, 1116, 204, 1222, 308, 807, 159, 1568)	(353, 706, 288, 864, 223, 1116, 204, 1222, 308, 807, 159, 1568)	2:13, 4:2, 22:3
θεου	G2316	N-GSM	484	theou	θεος	figuratively, a magistrate; by Hebraism, very	284	(2, 11)	(2, 71)	(342, 684, 279, 838, 216, 1082, 198, 1186, 299, 783, 154, 1521)	(201, 402, 164, 492, 127, 635, 116, 696, 176, 460, 90, 892)	1:2, 1:9, 2:7, 2:18, 3:1, 3:2, 3:12, 3:14, 4:5, 5:6, 6:9, 7:2, 7:3, 7:10, 7:15, 8:2, 8:4, 9:4, 9:13, 10:7, 11:1, 11:4, 11:11, 11:16, 11:19, 12:6, 12:10, 12:17, 14:5, 14:10, 14:12, 14:19, 15:1, 15:2, 15:3, 15:7, 15:8, 16:1, 16:9, 16:14, 16:19, 17:17, 19:9, 19:13, 19:15, 19:17, 20:4, 20:6, 20:9, 20:12, 21:2, 21:3, 21:10, 21:11, 21:23, 22:1, 22:3
αρνιου	G721	N-GSN	631	arniou	αρνιον	a lambkin	281	(631,)	(281,)	(446, 892, 364, 1093, 282, 1411, 258, 1546, 390, 1021, 201, 1982)	(199, 397, 162, 487, 126, 628, 115, 688, 174, 455, 89, 883)	5:8, 6:16, 7:9, 7:14, 12:11, 13:8, 14:10, 15:3, 17:14, 19:7, 19:9, 21:9, 21:14, 21:27, 22:1, 22:3
εσται	G2071	V-FXI-3S	516	estai	εσομαι	will be	326	(2, 3, 43)	(2, 163)	(365, 730, 298, 894, 231, 1154, 211, 1264, 319, 835, 164, 1621)	(231, 461, 188, 565, 146, 729, 133, 799, 201, 527, 104, 1024)	10:6, 10:9, 21:3, 21:4, 21:7, 21:25, 22:3, 22:5, 22:12, 22:14
δουλοι	G1401	N-NPM	584	douloi	δουλος	a slave (literal or figurative, involuntary or voluntary; frequently, therefore in a qualified sense of subjection or subserviency)	774	(2, 73)	(2, 3, 43)	(413, 826, 337, 1012, 261, 1306, 238, 1431, 361, 945, 186, 1835)	(547, 1095, 447, 1341, 346, 1731, 316, 1896, 478, 1252, 246, 2432)	19:5, 22:3
λατρευσουσιν	G3000	V-FAI-3P	1766	latreusousin	λατρευω	to minister (to God), i.e. render religious homage	1636	(2, 883)	(2, 409)	(1249, 2498, 1020, 3059, 790, 3949, 721, 4326, 1091, 2857, 562, 5548)	(1157, 2314, 945, 2834, 732, 3658, 668, 4007, 1011, 2647, 521, 5140)	22:3
οψονται	G3700	V-FDI-3P	1201	opsontai	οπτανομαι	to gaze (i.e. with wide-open eyes, as at something remarkable; and thus differing from G991 (ὀπτάνομαι), which denotes simply voluntary observation; and from G1492 (ὀπτάνομαι), which expresses merely mechanical, passive or casual vision; while G2300 (ὀπτάνομαι), and still more emphatically its intensive G2334 (ὀπτάνομαι), signifies an earnest but more continued inspection; and G4648 (ὀπτάνομαι) a watching from a distance)	622	(1201,)	(2, 311)	(849, 1698, 693, 2080, 537, 2686, 490, 2942, 742, 1943, 382, 3773)	(440, 880, 359, 1077, 278, 1391, 254, 1524, 384, 1006, 198, 1954)	22:4
προσωπον	G4383	N-ASN	1450	prosōpon	προσωπον	the front (as being towards view), i.e. the countenance, aspect, appearance, surface; by implication, presence, person	1450	(2, 5, 29)	(2, 5, 29)	(1025, 2051, 837, 2511, 648, 3242, 592, 3552, 896, 2346, 462, 4555)	(1025, 2051, 837, 2511, 648, 3242, 592, 3552, 896, 2346, 462, 4555)	4:7, 7:11, 10:1, 22:4
ονομα	G3686	N-NSN	231	onoma	ονομα	"a ""name"" (literally or figuratively) (authority, character)"	231	(3, 7, 11)	(3, 7, 11)	(163, 327, 133, 400, 103, 517, 94, 566, 143, 374, 74, 726)	(163, 327, 133, 400, 103, 517, 94, 566, 143, 374, 74, 726)	2:3, 2:13, 2:17, 3:1, 3:5, 3:8, 3:12, 6:8, 8:11, 9:11, 11:18, 13:1, 13:6, 13:17, 14:1, 15:4, 16:9, 17:5, 19:12, 19:13, 19:16, 22:4
μετωπων	G3359	N-GPN	2075	metōpōn	μετωπον	the forehead (as opposite the countenance)	1345	(5, 83)	(5, 269)	(1467, 2934, 1198, 3594, 928, 4640, 847, 5083, 1282, 3357, 660, 6519)	(951, 1902, 777, 2330, 602, 3008, 549, 3295, 831, 2176, 428, 4225)	7:3, 9:4, 13:16, 14:1, 22:4
νυξ	G3571	N-NSF	510	nuc	νυξ	night (literally or figuratively)	510	(2, 3, 5, 17)	(2, 3, 5, 17)	(361, 721, 294, 883, 228, 1140, 208, 1249, 315, 825, 162, 1602)	(361, 721, 294, 883, 228, 1140, 208, 1249, 315, 825, 162, 1602)	8:12, 21:25, 22:5
