lemma	word	translation
G2368	θυμίαμα	an aroma, i.e. fragrant powder burnt in religious service; by implication, the burning itself
G3691	ὀξύς	keen; by analogy, rapid
G5164	τροχός	a wheel (as a runner), i.e. (figuratively) a circuit of physical effects
G496	ἀντιπίπτω	to oppose
G5101	τίς	an interrogative pronoun, who, which or what (in direct or indirect questions)
G3096	μαγεύω	to practice magic
G1617	ἐκτενέστερον	more intently
G1276	διαπεράω	to cross entirely
G5224	ὑπάρχοντα	things extant or in hand, i.e. property or possessions
G29	ἀγγαρεύω	properly, to be a courier, i.e. (by implication) to press into public service
G4736	Στέφανος	Stephanus, a Christian
G5358	φιλάγαθος	fond to good, i.e. a promoter of virtue
G5604	ὠδίν	a pang or throe, especially of childbirth
G2621	κατάκειμαι	to lie down, i.e. (by implication) be sick; specially, to recline at a meal
G1059	Γαμαλιήλ	Gamaliel (i.e. Gamliel), an Israelite
G4766	στρωννύω	to "strew," i.e. spread (as a carpet or couch)
G2539	καίπερ	and indeed, i.e. nevertheless or notwithstanding
G352	ἀνακύπτω	to unbend, i.e. rise; figuratively, be elated
G4867	συναθροίζω	to convene
G1741	ἔνδοξος	in glory, i.e. splendid, (figuratively) noble
G1777	ἔνοχος	liable to (a condition, penalty or imputation)
G5045	τέκτων	an artificer (as producer of fabrics), i.e. (specially), a craftsman in wood
G3319	μέσος	middle (as an adjective or (neuter) noun)
G941	βαστάζω	to lift, literally or figuratively (endure, declare, sustain, receive, etc.)
G2370	θυμιάω	to fumigate, i.e. offer aromatic fumes
G802	ἀσύνθετος	properly, not agreed, i.e. treacherous to compacts
G1718	ἐμφανίζω	to exhibit (in person) or disclose (by words)
G461	ἀνορθόω	to straighten up
G5155	τρίχινος	hairy, i.e. made of hair (mohair)
G2775	κεφαλαιόω	(specially) to strike on the head
G2329	θέρμη	warmth
G121	ἄθωος	not guilty
G2651	καταμόνας	according to sole places, i.e. (adverbially) separately
G2360	θροέω	to clamor, i.e. (by implication) to frighten
G2057	Ἑρμᾶς	Hermas, a Christian
G622	ἀπόλλυμι	to destroy fully (reflexively, to perish, or lose), literally or figuratively
G1973	ἐπιπόθητος	yearned upon, i.e. greatly loved
G33	ἄγε	properly, lead, i.e. come on
G3898	παραπλησίως	in a manner near by, i.e. (figuratively) similarly
G3053	λογισμός	computation, i.e. (figuratively) reasoning (conscience, conceit)
G321	ἀνάγω	to lead up; by extension to bring out; specially, to sail away
G19	ἀγαθωσύνη	goodness, i.e. virtue or beneficence
G1813	ἐξαλείφω	to smear out, i.e. obliterate (erase tears, figuratively, pardon sin)
G4715	στατήρ	a stander (standard of value), i.e. (specially), a stater or certain coin
G2217	ζόφος	gloom (as shrouding like a cloud)
G3945	παρομοιάζω	to resemble
G3769	οὐρά	a tail
G168	ἀκαθάρτης	impurity (the state), morally
G666	ἀπουσία	a being away
G1310	διαφημίζω	to report thoroughly, i.e. divulgate
G3760	οὐδαμῶς	by no means
G3735	ὄρος	perhaps akin to G142 (ὄρος); compare G3733 (ὄρος)); a mountain (as lifting itself above the plain)
G658	ἀποτελέω	to complete entirely, i.e. consummate
G318	ἀνάγκη	constraint (literally or figuratively); by implication, distress
G422	ἀνεπαίσχυντος	not ashamed, i.e. irreprehensible: 
G1070	γελάω	to laugh (as a sign of joy or satisfaction)
G3645	ὀλοθρεύω	to spoil, i.e. slay
G3864	παραθαλάσσιος	along the sea, i.e. maritime (lacustrine)
G477	ἀντίθεσις	opposition, i.e. a conflict (of theories)
G1208	δεύτερος	(ordinal) second (in time, place, or rank; also adverb)
G2967	κωλύω	to estop, i.e. prevent (by word or act)
G4406	πρώϊμος	dawning, i.e. (by analogy) autumnal (showering, the first of the rainy season)
G3874	παράκλησις	imploration, hortation, solace
G1171	δεινῶς	terribly, i.e. excessively
G774	Ἀσιανός	an Asian (i.e. Asiatic) or an inhabitant of Asia
G1028	βροχή	rain
G1653	ἐλεέω	to compassionate (by word or deed, specially, by divine grace)
G3778	αὕται	the he (she or it), i.e. this or that (often with article repeated)
G3686	ὄνομα	a "name" (literally or figuratively) (authority, character)
G2450	Ἰουδαΐζω	to become a Judæan, i.e. "Judaize"
G1954	ἐπίλοιπος	left over, i.e. remaining
G287	ἀμοιβή	requital
G1470	ἐγκρύπτω	to conceal in, i.e. incorporate with
G2490	Ἰωαννᾶς	Joannas, an Israelite
G557	ἀπελεγμός	refutation, i.e. (by implication) contempt
G459	ἄνομος	lawless, i.e. (negatively) not subject to (the Jewish) law; (by implication, a Gentile), or (positively) wicked
G4337	προσέχω	(figuratively) to hold the mind (3563 implied) towards, i.e. pay attention to, be cautious about, apply oneself to, adhere to
G4683	σπαργανόω	from a derivative of the base of G4682 (σπαργανόω) meaning to strap or wrap with strips); to swathe (an infant after the Oriental custom)
G5407	φονεύω	to be a murderer (of)
G306	ἀναβάλλομαι	to put off (for oneself)
G2441	ἱματισμός	clothing
G1113	γογγυστής	a grumbler
G5221	ὑπαντάω	to go opposite (meet) under (quietly), i.e. to encounter, fall in with
G1835	ἑξήκοντα	sixty
G4594	σήμερον	on the (i.e. this) day (or night current or just passed); generally, now (i.e. at present, hitherto)
G133	αἴνεσις	a praising (the act), i.e. (specially) a thank(-offering)
G1314	διαφυλάσσω	to guard thoroughly, i.e. protect
G1343	δικαιοσύνη	equity (of character or act); specially (Christian) justification
G5520	χολάω	to be bilious, i.e. (by implication) irritable (enraged, "choleric")
G2216	Ζοροβάβελ	Zorobabel (i.e. Zerubbabel), an Israelite
G550	ἀπειπόμην	to say off for oneself, i.e. disown
G513	ἀξίνη	compare G4486 (ἀξίνη)); an axe
G931	βάσανος	a touch-stone, i.e. (by analogy) torture
G4388	προτίθεμαι	to place before, i.e. (for oneself) to exhibit; (to oneself) to propose (determine)
G2681	κατασκηνόω	to camp down, i.e. haunt; figuratively, to remain
G1758	ἐνέχω	to hold in or upon, i.e. ensnare; by implication, to keep a grudge
G2960	κυριακός	belonging to the Lord (Jehovah or Jesus)
G2573	καλῶς	well (usually morally)
G1442	ἕβδομος	seventh
G3445	μορφόω	to fashion (figuratively)
G3746	ὅσπερ	who especially
G1839	ἐξίστημι	to put (stand) out of wits, i.e. astound, or (reflexively) become astounded, insane
G5388	φιλότεκνος	fond of one's children, i.e. maternal
G2257	ἡμῶν	of (or from) us
G491	Ἀντιοχεύς	an Antiochian or inhabitant of Antiochia
G4563	σαρόω	akin to G4951 (σαρόω)); meaning a broom; to sweep
G429	ἀνευρίσκω	to find out
G1622	ἐκτός	the exterior; figuratively (as a preposition) aside from, besides
G4911	συνεφίστημι	to stand up together, i.e. to resist (or assault) jointly
G3800	ὀψώνιον	rations for a soldier, i.e. (by extension) his stipend or pay
G5160	τροφή	nourishment (literally or figuratively); by implication, rations (wages)
G5618	ὥσπερ	just as, i.e. exactly like
G5177	τυγχάνω	akin to the base of G5088 (τυγχάνω) through the idea of effecting; properly, to affect; or (specially), to hit or light upon (as a mark to be reached), i.e. (transitively) to attain or secure an object or end, or (intransitively) to happen (as if meeting with); but in the latter application only impersonal (with G1487 (τυγχάνω)), i.e. perchance; or (present participle) as adjective, usual (as if commonly met with, with G3756 (τυγχάνω), extraordinary), neuter (as adverb) perhaps; or (with another verb) as adverb, by accident (as it were)
G1854	ἔξω	out(-side, of doors), literally or figuratively
G4120	πλέκω	to twine or braid
G3374	μηλωτή	a sheep-skin
G4528	Σαλαθιήλ	Salathiel (i.e. Shealtiel), an Israelite
G2868	κονιορτός	pulverulence (as blown about)
G1766	ἔννατος	ninth
G541	ἀπαύγασμα	an off-flash, i.e. effulgence
G4705	σπουδαῖος	prompt, energetic, earnest
G623	Ἀπολλύων	a destroyer (i.e. Satan)
G2714	κατενώπιον	directly in front of
G1007	Βοσόρ	Bosor (i.e. Beor), a Moabite
G2432	ἱλαρότης	alacrity
G5059	τέρας	a prodigy or omen
G5553	χρυσίον	a golden article, i.e. gold plating, ornament, or coin
G1979	ἐπισιτισμός	a provisioning, i.e. (concretely) food
G4515	Ῥωμαϊστί	Romaistically, i.e. in the Latin language
G2727	κατηχέω	to sound down into the ears, i.e. (by implication) to indoctrinate ("catechize") or (genitive case) to apprise of
G4864	συναγωγή	an assemblage of persons; specially, a Jewish "synagogue" (the meeting or the place); by analogy, a Christian church
G4518	σαβαχθάνι	thou hast left me; sabachthani (i.e. shebakthani), a cry of distress
G2202	ζευκτηρία	a fastening (tiller-rope)
G4114	πλάτος	width
G4534	Σαλμώνη	Salmone, a place in Crete
G3875	παράκλητος	an intercessor, consoler
G580	ἀποβολή	rejection; figuratively, loss
G2080	ἔσω	inside (as preposition or adjective)
G4521	σάββατον	the Sabbath (i.e. Shabbath), or day of weekly repose from secular avocations (also the observance or institution itself); by extension, a se'nnight, i.e. the interval between two Sabbaths; likewise the plural in all the above applications
G3644	ὀλοθρευτής	a ruiner, i.e. (specially), a venomous serpent
G5347	Φῆστος	festal; Phestus (i.e. Festus), a Roman
G5246	ὑπέρογκος	bulging over, i.e. (figuratively) insolent
G2655	καταναρκάω	to grow utterly torpid, i.e. (by implication) slothful (figuratively, expensive)
G2241	ἠλί	my God
G176	ἀκατάγνωστος	unblamable
G1300	διατελέω	to accomplish thoroughly, i.e. (subjectively) to persist
G2188	ἐφφαθά	be opened!
G3512	νεωτερικός	appertaining to younger persons, i.e. juvenile
G4670	Σόδομα	Sodoma (i.e. Sedom), a place in Palestine
G2256	ἡμιώριον	a half-hour
G221	Ἀλεξανδρεύς	an Alexandreian or inhabitant of Alexandria
G2418	ἱερουργέω	to be a temple-worker, i.e. officiate as a priest (figuratively)
G4434	πτωχός	akin to G4422 (πτωχός) and the alternate of G4098 (πτωχός)); a beggar (as cringing), i.e. pauper (strictly denoting absolute or public mendicancy, although also used in a qualified or relative sense; whereas G3993 (πτωχός) properly means only straitened circumstances in private), literally (often as noun) or figuratively (distressed)
G2764	κεραμικός	made of clay, i.e. earthen
G843	αὐτοκατάκριτος	self-condemned
G1000	βολή	a throw (as a measure of distance)
G4371	προσφάγιον	something eaten in addition to bread, i.e. a relish (specially, fish; compare G3795 (προσφάγιον))
G5153	τρισχίλιοι	three times a thousand
G5235	ὑπερβάλλω	to throw beyod the usual mark, i.e. (figuratively) to surpass (only active participle supereminent)
G1810	ἐξαίφνης	of a sudden (unexpectedly)
G2882	Κόρινθος	Corinthus, a city of Greece
G3697	ὁποῖος	of what kind that, i.e. how (as) great (excellent) (specially, as an indefinite correlative to the definite antecedent G5108 (ὁποῖος) of quality)
G4831	συμμιμητής	a co-imitator, i.e. fellow votary
G1142	δαίμων	a dæmon or supernatural spirit (of a bad nature)
G5077	τεφρόω	to incinerate, i.e. consume
G2248	ἡμᾶς	us
G4253	πρό	"fore", i.e. in front of, prior (figuratively, superior) to
G3672	ὁμολογουμένως	confessedly
G478	ἀντικαθίστημι	to set down (troops) against, i.e. withstand
G2625	κατακλίνω	to recline down, i.e. (specially) to take a place at table
G4807	συκάμινος	a sycamore-fig tree
G3809	παιδεία	tutorage, i.e. education or training; by implication, disciplinary correction
G1683	ἐμαυτοῦ	of myself so likewise the dative case , and accusative case 
G1887	ἐπαύριον	occurring on the succeeding day, i.e. (G2250 (ἐπαύριον) being implied) to-morrow
G5453	φύω	probably originally, to "puff" or blow, i.e. to swell up; but only used in the implied sense, to germinate or grow (sprout, produce), literally or figuratively
G533	ἀπαρνέομαι	to deny utterly, i.e. disown, abstain
G4048	περιῤῥήγνυμι	to tear all around, i.e. completely away
G2660	κατανύσσω	to pierce thoroughly, i.e. (figuratively) to agitate violently ("sting to the quick")
G4082	πήρα	a wallet or leather pouch for food
G1072	γεμίζω	to fill entirely
G2567	καλοδιδάσκαλος	a teacher of the right
G2200	ζεστός	boiled, i.e. (by implication) calid (figuratively, fervent)
G4264	προβιβάζω	to force forward, i.e. bring to the front, instigate
G4723	στείρος	"sterile"
G4799	σύγχυσις	commixture, i.e. (figuratively) riotous disturbance
G2475	Ἰσραηλίτης	an "Israelite", i.e. descendant of Israel (literally or figuratively)
